Tiempo_total[ps]20000.0dt   5.523906514718892
dt[ps]   0.0002761953257359446
Contador[electrones]   27489.0
Tamano_x[pm]   2668.725
Tamano_y[pm]   2668.725
E_x[V/pm]   0.0001
E_y[V/pm]   0.0
Num_iones   36.0
Num_electrones   36.0
